balcony,bathroom_number,bedroom_number,construction_year,describtion,energy_certificate,garage,heater,internetspeed_maximum,living_space,object_condition,power_consumption,property_type,room_number,total_price
,," 3 , 3 ",,"Diese helle und gemütliche Dachgeschosswohnung bietet Ihnen viel Privatsphäre. Sie liegt ruhig im 3. Obergeschoss (ohne Aufzug) einer gepflegten Wohnanlage mit großzügigen Grünanlagen und Feldern im direkten Umfeld. 

Lassen Sie sich von dem lichtdurchfluteten Wohn-Esszimmer mit Süd-Westausrichtung begeistern. Durch den Schnitt des Raumes in L-Form ergänzt durch einen großen Erker, lässt sich dieser Raum gut in unterschieldliche Nutzungsbereiche unterteilen. Von hier gelangen Sie auch direkt in die Küche, die mit einer modernen Einbauküche ausgestattet ist (im Kaufpreis enthalten).

Die Dachschrägen geben der Wohnung Ihren Charme, dennoch verfügt die Wohnung über ausreichend Stellfläche für Schränke und bietet Ihnen aufgrund eingebauter Schränke bereits speziell für die Wohnung konzipierte Stauräume.

Auf der nahezu quadratisch geschnittenen und überdachten West-Dachterrasse (fast 7 m²) können Sie im Sommer die Abendsonne mit Blick ins Grüne genießen. 

Das zeitlos gestaltete Bad bietet Ihnen eine Dusche und eine Badewanne. 

Das Schlafzimmer und das derzeitige Kinderzimmer sind nach Osten ausgerichtet und verfügen jeweils über eine Dachgaube. Im Schlafzimmer wurde ein maßgefertigter Schrank eingebaut.

Zur  Wohnung gehört ein Kellerabteil und es besteht die Möglichkeit einen Tiefgarageneinzelstellplatz zum Preis von € 20.000 zu kaufen.

In der Wohnanlage steht zur gemeinsamen Nutzung ein geräumiger Fahrradkeller, ein Wasch-/Trockenraum und ein gepflegter Spielplatz zur Verfügung.",, 1 ,,," 71,2 m² ",,, Dachgeschoss , ab sofort möglich , 
,," 1 , 1 ",2012,"Unsere neuwertige Gartenmaisonettwohnung befindet sich in einer kleinen privaten Wohnanlage und verläuft über das Erdgeschoss sowie das tageslichthelle Souterrain. Zur Eigentumswohnung gehört ein ca. 80 qm großes Grundstück im Sondernutzungsrecht! Über eine eigene Zuwegung und einen separaten Eingang gelangen Sie direkt in die Wohnung. Im Erdgeschoss befindet sich eine offene Wohnküche, in der Sie eine geradlinige oder L-förmige Küchenzeile anschließen können. Auf der gleichen Wohnebene gibt es die Möglichkeit, ein WC einzurichten. Über eine massive Treppe gelangen Sie in das tageslichthelle Souterrain. Hier befinden sich zwei weitere Räume, die zum Wohnen und Schlafen geeignet sind sowie ein Duschbad mit WC und Anschlussmöglichkeiten für Waschgeräte. Über bodentiefe Fenster können Sie von der Wohnung aus vor den abgeböschten Bereich treten, der bereits für eine Terrasse vorbereitet ist. Ebenso haben Sie die Möglichkeit, neben dem Hauseingang im Erdgschoss eine weitere Terrasse zu errichten. ",,,, 100 MBit/s , 56 m² ,,, Maisonette , 3 , 
,," 4 , 4 ",,"EIN REFUGIUM FÜR DIE BEWOHNER.
EIN HERZLICHES WILLKOMMEN FÜR DIE GÄSTE.

Diese Tradition geht auf die eleganten Stadthäuser aus dem 17. Bis 19. Jahrhundert zurück: Noch heute wird das erste Obergeschoss als Beletage oder Piano nobile bezeichnet. Der Straße ein Stück weit entrückt, aber nicht zu weit oben – der erst Stock zeigt in vielen Straßenzügen noch heute eine besonders verzierte Fassade und damit seine besondere Bedeutung.

Auch Ihre neue Wohnung liegt in diesem für viele idealen Stockwerk – das Sie natürlich mit dem Aufzug, auch aus der Tiefgarage, erreichen. Und gleich nach der Eingangstür offenbart sie ihren ganz eigenen Mix aus repräsentativem und heimeligem Stil: Vom geräumigen Flur aus sind alle Räume sternförmig angeordnet. Und wer ihn durchquert, wird im großzügigen Wohnzimmer mit Fensterfront zum Balkon hin empfangen. Direkt angeschlossen ist die Küche, die Ihnen so manche Freiheit lässt: Sie können sie entweder als trendige, offene Küche gestalten – oder, wenn Ihnen eine funktionale Trennung wichtiger als Trends ist, auch in Eigenregie separieren.

Apropos Freiheit: Bei fünf Räumen genießen Sie viele Gestaltungsmöglichkeiten. Ursprünglich wurde die Wohnung so konzipiert, dass auch in Familien mit drei Kindern jedes Kind ein eigenes Zimmer erhält. Je nach Lebenssituation können Sie davon profitieren – Sie können sich aber auch ein Büro einrichten. Und eine Bibliothek. Oder einen Hauswirtschaftsraum. Oder, oder … Was auch immer Sie vorhaben: Diese Wohnung ist besonders wandlungsfähig und entwickelt sich mit Ihnen weiter.

Die Wohnung ist seit 01.05.2015 für 1.535 EUR/Monat vermietet. Es wurde ein Indexmietvertrag vereinbart. Eine Erhöhung wurde bisher nicht vorgenommen. Eine Mieterhöhung von 85 EUR/Monat könnte damit sofort vorgenommen werden.",, 3 Tiefgaragen-Stellplätze ,,, 110 m² ,,, Etagenwohnung , 5 , 
,," 3,5 , 3,5 ",1974,"Einfach eine unglaubliche Wohnung. Sie werden staunen. Ursprünglich als Ladengeschäft konzipiert und genutzt, wurde dieses jedoch umgebaut in eine loftartige Wohnung. Aufgrund der vorhandenen Wohnraumbestätigung, kann nun diese Immobilie so genutzt werden, wie es Ihren persönlichen Bedürfnissen entspricht.",, 3 Außenstellplätze ,, 100 MBit/s , 180 m² ,,, Loft , nach Absprache , 
,," 1 , 1 ",,"Ihre neue Wohnung befindet sich im Erdgeschoss und Souterrain eines im Jahre 1997 errichteten Mehrfamilienhaus. Die Wohnanlage wurde stetig in Stand gehalten. Diese 1-Zimmer Wohnung überzeugt durch komplett ausgenutzten Wohnraum. Der Hobbyraum im Souterrain ist über eine Wendeltreppe mit dem Appartement verbunden. Die Wohnungseigentümergemeinschaft besteht aus insgesamt 56 Wohnungen, das Haus in dem sich die Wohnung befindet hat 14 Wohnungen auf 4 Etagen. 

Der Eingangsbereich ist durch einen kleinen Flur vom Wohnraum getrennt. Von dem Flur aus betritt man das weiß geflieste Badezimmer mit Badewanne. 
Der Wohnraum hat zum Garten hin eine große Fensterfront, welche viel Licht in das Zimmer lässt. Daran angeschlossen ist eine kleine zweckmäßige Küche. 

Vom Wohnraum gelangt man über eine Wendeltreppe in einen kleinen Flur vom Souterrain. 
Der ehemalige Hobbyraum mit ca. 22 qm im Souterrain dient  derzeit  als Schlafzimmer.

Die Wohnung ist noch bis zum 31.12.2019 befristet vermietet, die Mieterin würde jedoch gerne weiterhin dort wohnen bleiben. 

Die Miete setzt sich wie folgt zusammen:
Miete für die Wohnung 800,00 € 
Miete für den Tiefgaragen Einzelstellplatz 60,00 €
Betriebskostenvorauszahlung 100,00 €

Das monatliche Hausgeld beträgt derzeit 186,00 € (inkl. 18,51 € für die Rücklagenzuführung) 
Die Rücklagen betragen per 31.12.2018 für die Wohnungseigentümergemeinschaft: 74.659,80 €  -  rechnerischer Anteil der Wohnung 1.105,32 €",, 1 ,,," 48,8 m² ",,, Erdgeschosswohnung , sofort , 
,," 3 , 3 ",1966,"Die 3-Zimmer Wohnung verfügt über ca.101 m² Wohnfläche, welche sich auf Diele, Badezimmer,  Gäste WC, Schlafzimmer, Kinderzimmer oder Büro, Wohnzimmer, Küche und Terrasse verteilt. Die Wohnung ist nach Süd- Westen ausgerichtet. Der Zugang zum Gebäude und auch zur Wohnung ist barrierefrei. Alle Wohnräume haben einen direkten Zugang zur Terrasse, die die gesamte Wohnung umschließt. Durch die bodentiefen Fenster ist die Wohnung sehr lichtdurchflutet dadurch entsteht ein angenehmes Wohnambiente.
Das Haus ist immer sehr gepflegt worden und ist daher in einem guten Zustand. Die Tiefgarage wurde 2018 komplett neu saniert und modernisiert.

Die Wohnung wurde 2016 vom derzeitigen Eigentümer kernsaniert. Die Bäder, Böden und die Wände wurden mit viel Liebe zum Detail modernisiert.
Zur Wohnung gehört ein eigenes Kellerabteil. 
", Zentralheizung , 1 ,, 100 MBit/s , 101 m² ,, Gas , Erdgeschosswohnung , Sofort , 
,," 2 , 2 ",1972,"Die angebotene Wohnung befindet sich im Erdgeschoss eines Dreifamilienhauses. Dieses wurde 1972 in einer Wohnsiedlung der Gemeinde Pullach erbaut und ist über eine private Zufahrtstraße mit dem PKW erreichbar. Die Immobilie befindet sich auf einem Flurstück der Gemarkung Pullach im Isartal des Amtsgerichtes München, mit einer Gesamtgrundstücksgröße von 1.048 m². Auf dem Grundstück befindet sich ein weiteres Gebäude (Doppelhaus). Die Aufteilung erfolgt nach dem Wohnungseigentumsgesetz. Insgesamt besteht die WEG somit aus 5 Einheiten. Beim Veräußerungsobjekt handelt es sich um das Sondereigentum Nr. 3.
Versorgt wird das Haus über eine Ölzentralheizung aus dem Jahre 1988. Alle drei Wohnungen sind derzeit vermietet.
Es ist ein Garagenanbau vorzufinden. Im Eingangsbereich wurde ein Raum für Mülltonnen und eine Abstellmöglichkeiten für Fahrräder geschaffen. 

Die helle 3-Zimmer-Gartenwohnung mit ca. 80,8 m² Wohnfläche plus ca. 23,5 m² Hobbyraum wurde ca. 2015 komplett modernisiert. 
Der Garten (Sondernutzungsrecht) ist direkt von der Wohnung bzw. der ca. 31 m² Terrasse aus zu begehen. 
Zur Erdgeschoss-Einheit gehören eine Einzelgarage und ein Kfz-Außenstellplatz.  Die Wohnung ist seit 01.03.2016 vermietet. Es wird derzeit eine monatliche Mieteinnahme i.H.v. 1.300,--€ zzgl. 225,--€ Nebenkosten-Vorauszahlung erzielt (mtl. Gesamt-Miete somit 1.525,--€).", liegt vor , 2 Garagen ,, 100 MBit/s ," 80,8 m² ",, Verbrauchsausweis , Erdgeschosswohnung , 3 , 
,," 3 , 3 ",2020,"Die Neubau Wohnung in München-Taufkirchen ist Teil eines Neubau Mehrfamilienhauses welches lediglich 7 Wohneinheiten beinhaltet, die sich auf drei Geschosse verteilen. Zudem gibt es eine große Tiefgarage mit Einzelstellplätzen. Das durchdachte Wohnkonzept verspricht den zukünftigen Bewohnern optimalen Lichteinfall. 
Geplant ist, dass die Wohnung bis Dezember 2020 bezugsfertig ist.
Eine tolle Besonderheit ist, dass ein eigener Gartenanteil vom Gesamtgrundstück mit einer Fläche von 135 m2 zur alleinigen Nutzung zur Wohnung gehört. Dieser ist ideal nach Süden ausgerichtet.",, 1 ,, 100 MBit/s , 72 m² ,,, Etagenwohnung , Dez. 2020 , 
,," 2,5 , 2,5 ",,"Die schöne 2,5-Zimmer Wohnung befindet sich im 5. Stock eines gepflegten Mehrfamilienhaus in Oberschleißheim.

Vom Eingangsbereich befindet sich linker Hand ein kleiner Raum, welcher beispielsweise als Arbeitszimmer oder Gästezimmer genutzt werden kann. Daneben befindet sich die Küche, sowie das Schlafzimmer.
Geradeaus gelangt man in das Badezimmer, welches mit einer Duschwanne ausgestattet ist.
Im Flur befindet sich eine kleine Abstellkammer, mit Waschmaschinenanschluss.
Rechter Hand des Flures ist das Wohnzimmer, von welchem aus der nach Süden ausgerichtete Balkon zugänglich ist.

Der monatliche Erbpachtzins liegt bei 52,70 € pro Monat.
Die Laufzeit des Vertrages beträgt noch 42 Jahre.

Die Wohnung ist aktuell vermietet.",, 1 ,,, 58 m² ,,, Etagenwohnung , nach Absprache , 
,," 1 , 1 ",1968,"Diese gemütliche 2-Zi. Wohnung in einer Wohnanlage mit 20 Einheiten ist seit vielen Jahren gut vermietet. Die Mieter schätzen die zentrale Wohnlage und fühlen sich wohl in der Wohnung.  
Der hübsche Balkon zum Süden bietet einen weiten Blick und der kleine Balkon beim Schlafzimmer ist ideal zum Wäschetrocknen und Lüften. Durch das kleine Zimmer, wäre die  Wohnung auch für eine kleine Familie geeignet.
Das Haus wurde 2009 in einigen Bereichen saniert. Aktuelle KM 580,- +196,-NK, letzte Erhöhung zum 1.3.2019", Verbrauchsausweis ,,, 100 MBit/s ," 57,1 m² ",, 185 kWh/(m²*a) ," 57,1 m² ", 2 , 
,," 3 , 3 ",1972,"Die großzügige 4 Zimmer Etagenwohnung befindet sich in einer gepflegten Wohnanlage in ruhiger Lage von Höhenkirchen. Das Mehrfamilienhaus wurde 1972 erbaut. Über die geräumige Eingangsdiele erreicht man alle Räumlichkeiten. Hier befinden sich das große Kinderzimmer, das Schlafzimmer und der helle, nach Westen verglaste Wohn- und Essbereich mit angrenzender offener Küche. Hier ist eine hochwertige ALNO Einbauküche mit weißer Hochglanzfront integriert, welche bereits im Kaufpreis enthalten ist. Sie verfügt u.a. über eine Kühl- Gefrierkombi, Geschirrspüler, Induktionskochfeld, einen hochgesetzten Backofen, eine Mikrowelle, eine Dunsthaube (mit Abluft nach draußen) sowie diverse Auszüge und Schränke.  Von der Küche besteht auch Zugang zum großen Westbalkon mit Blick ins Grüne. Ein weiteres Kinder- oder Arbeitszimmer, sowie das Badezimmer und eine Abstellkammer runden das Platzangebot in der Wohnung optimal ab. Das Badezimmer wurde bereits vor einigen Jahren umgebaut und renoviert. So wurde es z.B. an den Wänden und auf dem Fußboden komplett mit Flusskieselsteinen versehen. Das Bad ist ausgestattet mit Wanne, Waschbecken, WC, Handtuchheizung und einem Waschmaschinenanschluss. Ein Keller sowie ein fest zugeordneter Außenstellplatz sind ebenfalls vorhanden und bereits im Gesamtkaufpreis enthalten. Im Gemeinschaftseigentum stehen noch zwei Trockenräume, ein Waschraum mit Münzwaschmaschine und -trockner und ein Fahrradraum zur Verfügung. Die Wohnung ist ab sofort bezugsfrei. Das Hausgeld beträgt ca. 351,- Euro / Monat.", liegt vor ,,, 100 MBit/s , 98 m² ,, Verbrauchsausweis , Etagenwohnung , 4 , 
,," 2,5 , 2,5 ",1999,"Das gepflegte Wohnhaus aus dem Jahr 1999 mit Lift und Tiefgarage, liegt in einer ruhigen Anlie-gerstraße. Diese wundervolle und gut geschnittene Maisonette-Wohnung liegt im 2. Obergeschoss und Dachgeschoss. Von beiden Südbalkonen haben Sie einen schönen Ausblick. Alle Zimmer der hellen Wohnung sind nach Süden ausgerichtet. Die Wohnung verfügt über eine Küche mit Fenster, ein großzügiges Wohnzimmer mit Zugang zum Balkon, ein geräumiges Schlafzimmer, ein Kinderzimmer und zwei Bäder. Zur Wohnung gehören zwei großzügige Kellerabteile sowie zwei Duplex-Stellplätze in der Tiefgarage. Die Stellplätze können separat für je 16.000,00 EUR erworben werden. Der Zustand der Wohnung ist gepflegt. Die Teppichböden im Kinderzimmer wurden bereits entfernt und der neue Eigentümer kann nach Belieben den Bodenbelag wählen. Die Wohnung ist ab sofort bezugsfrei.", Verbrauchsausweis ,,, 100 MBit/s , 86 m² ,, 79 kWh/(m²*a) , Dachgeschoss , ab sofort beziehbar , 
,," sofort , sofort ",1974,"Die gepflegte 3,5 Zimmer-Wohnung befindet sich im 4. OG eines renovierten Mehrfamilienhauses mit toller Aussicht im Osten Unterhachings. 

Im November ist die Wohnung bezugsfrei.

Zur Wohnung gehört eine Küche mit Fenster, ein Bad mit Wanne nebst separatem WC, 2 Schlafzimmer sowie ein großzügiges Wohnzimmer mit Loggiazugang.  Das Herzstück ist sicherlich der Essbereich in der Mitte der Wohnung.

Der TG-Einzelstellplatz ist derzeit separat vermietet, kann aber jederzeit gekündigt werden.

Wir freuen uns auf Ihre Anfrage.", liegt vor , 2 ,, 100 MBit/s ," 80,56 m² ",, Verbrauchsausweis , Etagenwohnung , 5 m² , 
,," 3 , 3 ",1973,"Das Haus-im-Haus-Prinzip ist besonders bei Familien mit Kindern sehr gefragt, da es versucht, die  Bezahlbarkeit  mit  dem  Wunsch nach individuellen Wohnen zu verbinden.

Bei der Gestaltung der quadratisch geschnittenen Vorgartenfläche haben Sie freie Hand bei der Gestaltung. Sie betreten über die eigene Haustür Ihren eigenen Hausflur.

Hervorzuheben ist ein großer Hobbyraum, der direkt über die Wohnung erreichbar ist!


Haben wir Ihr Interesse geweckt, fragen Sie nach dem ausführlichen Expose.

Wir laden Sie gerne zu einem Besichtigungstermin ein.", 113 kWh/(m²*a) , 1 Tiefgaragen-Stellplatz ,, 100 MBit/s ," 104,4 m² ",,, Maisonette , 4 , 
,," 2 , 2 ",2006,"Die moderne Wohnanlage wurde im Jahr 2006 auf einem ausgedehnten Grundstück mit großzügigen Grünflächen errichtet. Das Wohnhaus überzeugt durch das freundliche Bild und den sehr gepflegten Gesamtzustand. 
Die angebotene 2-Zimmer-Wohnung mit einer sehr guten Raumaufteilung befindet sich im Dachgeschoss und verfügt über einen gehobenen Ausstattungsstandard. 
Das schöne helle Wohnzimmer mit Essplatzbereich sowie das Schlafzimmer haben Zugang zu dem großen, ruhigen und nach Süden ausgerichteten Balkon, welcher zum Verweilen einlädt. 
Die Abstellfläche im Flur bietet Platz für einen geräumigen Schrank für die nicht alltäglichen Dinge des Lebens.
Insgesamt vermittelt die Wohnung einen ansprechenden, modernen Charakter und garantiert ein Zuhause mit Wohlgefühl.", Fernwärme , 1 ,, 100 MBit/s ," 57,24 m² ",, liegt vor , Dachgeschoss , 01.03.2020 , 
,," 1 , 1 ",1972,"Die 2 Zimmer Wohnung liegt im 7. Stock eines Hochhauses in Unterschleißheim. Die Anlage ist sehr gepflegt und gut instand gehalten. Besonders gepflegt und gerne genutzt ist das Dach des Hauses. Dort können die Mitglieder der Hausgemeinschaft den Pool, eine Sauna und die geräumige Dachterrasse nutzen und einen Panoramablick über München und bis in die Alpen genießen. Die Wohnung selbst ist in den späten 70gern stehen geblieben, eine Renovierung der Wohnung wäre angebracht. Die Wohnung teilt sich auf in das Wohnzimmer, die Küche, ein Schlafzimmer und das Badezimmer. Von allen Wohnräumen ist der geräumige Südostbalkon begehbar. Zur Wohnung gehören noch ein Kellerabteil sowie ein abschließbarer Einzelstellplatz in der Tiefgarage.", Wärmelieferung , 1 Tiefgaragen-Stellplatz ,, 100 MBit/s ," 63,67 m² ",, liegt vor , 7 von 13 , 2 , 
,," 2 , 2 ",1988,"Die derzeit noch vermietet Wohnung befindet sich in einem Mehrfamilienhaus.

Großzügiges Wohnzimmer mit ca. 25m², mit Zugang zur Essecke. Diese ist an die Küche angrenzend. 

Das Bad ist mit Wanne und WM-Anschluss ausgestattet. Das WC ist separat.

Ein Abstellraum erspart den Weg in den Keller.

Die Wohnung wird voraussichtlich Mitte des Jahres 2020 frei.", Verbrauchsausweis , 1 Tiefgaragen-Stellplatz ,, 50 MBit/s , 80 m² ,," 126,9 kWh/(m²*a) ", Etagenwohnung , 3 , 
,," 1 , 1 ",1972,"Die Wohnanlage im Wieselweg wurde 1972 erbaut und verfügt über acht Stockwerke. Die angebotene Wohnung befindet sich im siebten Stock, ist ruhig gelegen und hat einen schönen, freien Blick ins Grüne und in die Berge. Die Anlage ist von großzügigen Grünflächen umgeben, viele Sitzgelegenheiten und Spielplätze laden zum  verweilen ein. Renovierungsmaßnahmen wurden in der Wohnanlage regelmäßig durchgeführt. In der Tiefgarage befindet sich der zur Wohnung gehörende, abgeschlossene Tiefgaragenstellplatz.", 117 kWh/(m²*a) , 1 Tiefgaragen-Stellplatz ,, 100 MBit/s ," 61,3 m² ",, D , Etagenwohnung , 2 , 
,," 1 , 1 ",1973,"Bei dieser ansprechenden Immobilie handelt es sich um eine modernisierte Wohnung im zehnten OG. Zu dem Apartment zählen zwei hübsche Zimmer. Das Apartment ist bequem über einen Fahrstuhl zu erreichen. Die Wohnung befindet sich in einem 1973 erbauten Haus und wird per Zentralheizung beheizt. Durch eine erst kürzlich zurückliegende Modernisierung (2019) wurde der Wohnwert zusätzlich gesteigert. Das Hausgeld beläuft sich auf derzeit 342,00 € im Monat. Im Untergeschoss der Anlage  befindet sich ein Schwimmbad mit Sauna, was zur Zeit Saniert wird.
Die Immobilie kann provisionsfrei von privat übernommen werden und an den Verkäufer vermietet werden.", Zentralheizung ,,, 100 MBit/s , 60 m² ,, Gas , Etagenwohnung , 2 , 
,," 1 , 1 ",1973,"Die gepflegte 3-Zimmer-Eigentumswohnung mit ca. 70 m² befindet sich im 2. Obergeschoss eines 1973 erbauten Wohnhauses mit Tiefgarage in ruhiger Lage von Unterschleißheim. 

Die Wohnung ist vom Grundriss optimal aufgeteilt. Der helle Flur bietet viel Platz für Garderobe und Schuhschrank sowie Zugang zu allen Räumen. 

Die Wohn- bzw. Schlafzimmer lassen sich durch ihren guten Schnitt ideal möblieren und sind dank Ausrichtung und neuwertiger Fenster hell und freundlich. Der gemütliche Süd/Ost-Balkon ist von zwei Räumen begehbar und überzeugt durch einen herrlichen Ausblick ins Grüne.
Die separate Küche ist mit einer Einbauzeile des Mieters ausgestattet und bietet ausreichend Platz für eine zusätzliche Essecke. Das weiß geflieste Tageslichtbad verfügt über eine Badewanne, WC und Waschbecken.

Wasch- und Trockenraum stehen den Bewohnern im Untergeschoss des Hauses zur Verfügung. 

Ein Tiefgaragen-Einzelstellplatz und ein Kellerabteil runden das Angebot ab. 

Das monatliche Wohngeld beträgt derzeit 230,- € (inkl. Instandhaltungs-rücklage).

Seit 2007 ist die Wohnung an ein Ehepaar vermietet. Die monatliche Kaltmiete liegt seit Mai 2017 bei 782,- € (inkl. TG) zzgl. 170,- € Betriebskostenvorauszahlung.

Aufgrund der Teilung nach WEG im Jahr 2012 besteht für die Mieter aktuell noch ein Kündigungsschutz für Eigenbedarf von ca. 3 Jahren.", Verbrauchsausweis ,,, 100 MBit/s ," 69,85 m² ",," 119,7 kWh/(m²*a) ", Etagenwohnung , 2 , 
,," 2 , 2 ",1980,"SONNIGE 2-ZIMMER-WOHNUNG MIT GALERIE UND WESTBALKON IN IDYLLISCH RUHIGER LAGE

* Helle Eigentumswohnung in gepflegtem Zustand
* Baujahr 1982
* 2. Obergeschoss mit Zugang zum Dachgeschoss
* Ca. 56 m² Wohnfläche zzgl. ca. 21 m² Nutzfläche
* 2 Zimmer plus wohnraummäßig ausgebauter Speicher, offene Küche, ca. 6,2 m² Westbalkon, Wannenbad, Kellerabteil, Einzel-Tiefgaragenstellplatz 
* Wasch- und Trockenkeller, Fahrradgarage, Müllraum und Grünanlagen zur gemeinschaftlichen Nutzung
* Hausmeister- und Reinigungsdienst, Gartenpflege
* Hausgeld aktuell: EUR 250,--
* Vermietet seit 2003

* Wohnanlage in gepflegtem Zustand
* Laufende Instandhaltungsmaßnahmen
* Kein Sanierungsrückstau", liegt vor , 1 ,, 50 MBit/s , 56 m² ,, Verbrauchsausweis , Maisonette , 21 m² , 
,," 1 , 1 ",1994,"Wunderschöne 2-Zimmer-Wohnung in ruhiger und doch zentraler Lage der Universitätsstadt Garching. Neben einem optimalen Grundriss verfügt die Wohnung über eine schöne Süd-Terrasse umgeben von viel Grün.

Die Wohnung ist seit 20 Jahren solvent vermietet.

Die 1994 erbaute Wohnung verfügt über nur 8 Wohneinheiten, eine Tiefgarage, in der ein Einzelstellplatz zur Wohnung gehört (zzgl. € 15.000,--), einen Gemeinschaftsgarten für die Hausgemeinschaft, sowie einen Wasch- und Trockenraum mit Platz und eigenem Stromzähler für die eigenen Geräte.

Zu dieser Wohnung gehört darüber hinaus noch ein gemauerter, sehr großer Keller mit Licht, Steckdose und fester Wohnungstür.", Zentralheizung , 1 Tiefgaragen-Stellplatz ,, 100 MBit/s ," 50,44 m² ",, Gas , Erdgeschosswohnung , 2 , 
,," 01.01.2020 , 01.01.2020 ",1988,Das Apartment liegt in einer kleineren gepflegten Wohnanlage aus dem Jahr 1986 mit sympatischen Erscheinungsbild in zentraler Lage und mit guter Infrastruktur., Fernwärme , 1 ,, 100 MBit/s , 35 m² ,, liegt vor , Erdgeschosswohnung , 8 m² , 
,," 1 , 1 ",1994,"Wunderschöne 2-Zimmer-Wohnung in ruhiger und doch zentraler Lage der Universitätsstadt Garching. Neben einem optimalen Grundriss verfügt die Wohnung über eine schöne Süd-Terrasse umgeben von viel Grün.

Die Wohnung ist seit 20 Jahren solvent vermietet.

Die 1994 erbaute Wohnung verfügt über nur 8 Wohneinheiten, eine Tiefgarage, in der ein Einzelstellplatz zur Wohnung gehört (zzgl. € 15.000,--), einen Gemeinschaftsgarten für die Hausgemeinschaft, sowie einen Wasch- und Trockenraum mit Platz und eigenem Stromzähler für die eigenen Geräte.

Zu dieser Wohnung gehört darüber hinaus noch ein gemauerter, sehr großer Keller mit Licht, Steckdose und fester Wohnungstür.", Zentralheizung , 1 Tiefgaragen-Stellplatz ,, 100 MBit/s ," 50,44 m² ",, Gas , Erdgeschosswohnung , 2 , 
,," 2 , 2 ",1995,"Die Wohnung liegt im 2. Stock einer sehr gepflegten Wohnanlage mit 8 Wohneinheiten. 

Das Hausgeld der WEG liegt bei monatlich 262,33€. 

Der Schnitt der Wohnung ist sehr praktisch und offen gestaltet. 
Die Wohnung verfügt über einen großen und offenen Wohn- / Essbereich und ist mit einer hochwertig ausgestatteten Einbauküche versehen. 
Die offene Gestaltung der Wohnung sowie die offenen Fensterflächen zum Balkon verleihen den Räumen viel Helligkeit und Größe.
Das Bad hat neben der Badewanne auch eine Glas-Duschkabine und ist sehr großzügig geschnitten. 

Zur Wohnung gehört eine Duplex Garage, ein Kellerraum und ein Stellplatz für die Waschmaschine im Waschkeller.

Der Kaufpreis der Duplexgarage liegt bei zzgl. 20.000€ ", Gas , 1 ,, 100 MBit/s , 47 m² ,, liegt zur Besichtigung vor , Dachgeschoss , 60 m² , 
,," 1,5 , 1,5 ",,"ERSTINSERAT im qualifizierten ALLEINAUFTRAG!

+++ HÖHENKIRCHEN-SIEGERTSBRUNN +++ EIN ORT ZUM WOHLFÜHLEN. Bayerisches Lebensgefühl mit Blick auf München. Hier leben Sie richtig!  

Vermietete und absolut ruhige 1,5 Zi.- Dachgeschosswohnung mit sep. Einbauküche, Wannenbad & TG-Einzelstellplatz. Nur 1 Gehminute von der S-Bahnhaltestelle der S7 entfernt. 

Diese sehr gepflegte und äusserst geschmackvolle Eigentumswohnung befindet sich im 3.OG ohne Lift, eines sehr charmanten Gebäudes aus dem Jahre 1993 und ist seit 1994 an eine seriöse Einzelperson störungsfrei vermietet. 

Die derzeitige Nettokaltmiete beträgt ca. € 399,26,-- inkl. Garage zzgl. umlagefähige Nebenkosten von ca. € 94,-- und ist nach den aktuell geltenden gesetzlichen Fristen steigerungsfähig. Die nicht umlagefähigen Nebenkosten belaufen sich derzeit auf ca. € 33,-- / Monat. 

Das gesamte Anwesen ist äusserst gepflegt, bestens von einer seriösen Hausverwaltung aus Poing verwaltet und gibt Ihnen die Sicherheit einer soliden Kapitalanlage mit Wachstumspotential und/ oder späterem Eigenbedarf. 

Die S-Bahnhaltestelle der S7 ""Höhenkirchen- Siegertsbrunn "" befindet sich fußläufig nur etwa 1 Gehminuten entfernt und verbindet Sie sehr schnell mit der Landeshauptstadt München und allen großen Arbeitgebern in der Umgebung. In den Kernzeiten fährt diese im 10 Minuten Takt, tagsüber alle 20 Minuten. Die Fahrzeit bis zum Münchener Hauptbahnhof beträgt nur etwa 29 Minuten. Sämtliche Einkaufsmöglichkeiten finden Sie zahlreich vor Ort.",, 1 Tiefgaragen-Stellplatz ,,," 41,8 m² ",,, Dachgeschoss , s.u. , 
