balcony,bathroom_number,bedroom_number,construction_year,describtion,energy_certificate,garage,heater,internetspeed_maximum,living_space,object_condition,power_consumption,property_type,room_number,total_price
,," 1 Garage , 1 Garage ",1991,"Die großzügige 4-Zi-Obergeschosswohnung präsentiert sich nach einer gerade abgeschlossenen umfassenden Renovierung hell und modernisiert. Sie befindet sich im 1.OG eines ebenfalls umfassend modernisierten Wohn- und Geschäftshauses mit insgesamt nur vier Wohneinheiten und zwei Ladengeschäften. Das Anwesen liegt in zentraler Lage Pullachs auf einem 1.364m² großen Grundstück mit herrlich großem Garten. Das Gebäude markiert den Anfang der Kagerbauerstrasse, einer von EFH und Villen dominierten Straße, die parallel zur S7- Strecke (verkehrt 3-mal pro Stunde in beide Richtungen) verläuft.

Highlights der Wohnung
- Sehr hell und freundlich
- Großes Wohnzimmer mit Südausrichtung und Anschluss für Schwedenofen
- Großer nach Süden ausgerichteter Balkon, auch von der Küche direkt zugänglich
- Schickes Bad, teilrenoviert mit neuen Armaturen auf Marmorapplikationen
- Gäste-WC
- Alle Zimmertüren mit Zargen erneuert
- Alle Steckdosen und Schalter erneuert
- Komplett frisch gestrichen
- Wohnungstüre neu, mit neuer Zentralschließanlage und neuer Sprechanlage
- Neue Design-Vinyl Bodenbeläge in der ganzen Wohnung
- Balkon mit neuer Holz-Beplankung

Die Wohnung profitiert des Weiteren von der umfassenden Renovierung des Gesamtkomplexes. So ist innen das komplett neu renovierte Treppenhaus, als auch der Einbau einer neuen sehr energieeffizienten Gas-Zentralheizungsanlage hervorzuheben. Außen wurden die Gebäude u.a. neu gestrichen, tlw. neu verputzt, die Holzverkleidungen neu aufgearbeitet und die Balkone mit neuen Holz-Beplankungen versehen. Zusätzlich zum großzügigen Balkon teilt sich die Wohnung mit nur einer anderen Partei das Sondernutzungsrecht an einem ca. 130m² großen, von hohen Hecken umgebenen Gartengrundstück (eventuelle Teilung auf beide Parteien prinzipiell möglich), dass sich ideal für Kinder zum Spielen eignet, oder aber einfach zum gemütlichen Abschalten oder Barbecue einlädt. Garage oder Stellplatz optional.Durch die umfassende Renovierung und Modernisierung des gesamten Anwesens als auch der einzelnen Wohnungen ist keinerlei Renovierungsrückstand vorhanden.Durch diese gerade abgeschlossenen Renovierung/Modernisierung werden derzeit auch noch eine großzügige 4-Zi-Maisonettewohnung, eine geräumige 4-Zi. DG-Wohnung, als auch ein Wohnhaus angeboten, allesamt mit großen Süd-Terrassen und/oder Balkonen und eigenem Gartenanteil ausgestattet.

Pullach gehört als Villenvorort im Münchner Süden zu den begehrtesten Wohnlagen im Landkreis München. Die Immobilie befindet sich in zentraler Lage, nur ca. 4 Gehminuten vom Ortszentrum. In nur wenigen Gehminuten erreicht man weiterhin den S-Bahnhof (in ca. 20min ohne Umsteigen zum Marienplatz) und Einkaufsmöglichkeiten für den täglichen Bedarf. Grund-, Mittel- und Volkshochschule, 2 Gymnasien sowie Kindergärten und Kinderhort in unmittelbarer Nähe bieten eine hervorragende Infrastruktur für Familien. Apotheken, Ärzte, und Fachärzte befinden sich im Ort. Großmärkte runden die überdurchschnittliche Infrastruktur ab. Auch der Freizeitwert ist durch die naheliegende Isar, ein Freizeitbad (Hallen- und Freibad), Tennisplätze, ausgedehnte Rad- und Wanderwege, den nahe liegenden Starnberger See, Biergärten (Waldwirtschaft) und weitere Möglichkeiten extrem hoch.




",,,,, 104 m² ,," 78,5 kWh/(m²*a) ", 1 , 4 , 
,," 4 , 4 ",1937,"Nach einer gerade abgeschlossenen Kernsanierung präsentiert sich diese großzügige Maisonette-Wohnung hell, freundlich und modern. Sie befindet sich im EG und 1.OG eines ebenfalls umfassend modernisierten Wohn- und Geschäftshauses mit insgesamt nur vier Wohneinheiten und zwei Ladengeschäften. Das Anwesen liegt in zentraler Lage Pullachs auf einem 1.364m² großen Grundstück mit herrlich großem Garten. Es markiert den Anfang der Kagerbauerstrasse, einer von EFH und Villen dominierten Straße, die parallel zur S7- Strecke (verkehrt 3-mal pro Stunde in beide Richtungen) verläuft.

Highlights der Wohnung

-	Helle und freundliche Wohnung mit großzügigem Grundriss über zwei Etagen
-	Zugänglich jeweils über eine Wohnungseingangstüre im EG als auch im OG
-	Großes Wohnzimmer mit Südausrichtung
-	Im EG als auch im OG jeweils eine große ca. 20-22m² große Terrasse mit Südausrichtung
-	Jeweils ein Bad pro Etage plus Gäste-WC im OG 
-	Offene Küche
-	Eigener Gartenanteil (Sondernutzungsrecht)
-	Umfassend kernsaniert 
o	Sanitär, Heizung, Elektrik neu
o	Böden, Wände, Türen neu, Wohnung komplett mit hochwertigem Design-Vinyl ausgelegt
o	Alle Fenster und Terrassen-Türen mit hoher Schall- und Wärmeisolierung neu, zusätzlich mit elektrischen Rollos 
o	Zwei neue hochwertige Bäder und Gäste-WC (Villeroy &amp; Boch, Grohe, handgefertigte Echtholz-Design-Duschwanne, u.s.w.)
o	Neue Wohnungstüren mit neuer Zentralschließanlage und neuer Sprechanlage

Die Wohnung profitiert des Weiteren von der umfassenden Renovierung des Gesamtkomplexes. So ist innen das komplett neu renovierte Treppenhaus, als auch der Einbau einer neuen sehr energieeffizienten Gas-Zentralheizungsanlage hervorzuheben. Außen wurden die Gebäude u.a. neu gestrichen, tlw. neu verputzt, die Holzverkleidungen neu aufgearbeitet und die Balkone mit neuen Holz-Beplankungen versehen. 
Zusätzlich zu den zwei großen Terrassen/Balkonen wurde der Wohnung noch ein schöner ca. 106m² großer eigener Garten (Südausrichtung) zugeteilt. Ebenfalls gehört eine Garage zur Wohnung.
Durch die umfassende Renovierung und Modernisierung des gesamten Anwesens als auch der einzelnen Wohnungen ist keinerlei Renovierungsrückstand vorhanden.
Durch diese gerade abgeschlossenen Renovierung/Modernisierung werden derzeit auch noch eine großzügige 4-Zi-Maisonettewohnung, eine ebenso große 4-Zi. DG-Wohnung, als auch ein Wohnhaus angeboten, allesamt mit großzügigen Süd-Terrassen und/oder Balkonen und eigenem Gartenanteil ausgestattet. 

Pullach gehört als Villenvorort im Münchner Süden zu den begehrtesten Wohnlagen im Landkreis München. Die Immobilie befindet sich in zentraler Lage, nur ca. 4 Gehminuten vom Ortszentrum. In nur wenigen Gehminuten erreicht man weiterhin den S-Bahnhof (in ca. 20min ohne Umsteigen zum Marienplatz) und Einkaufsmöglichkeiten für den täglichen Bedarf. Grund-, Mittel- und Volkshochschule, 2 Gymnasien sowie Kindergärten und Kinderhort in unmittelbarer Nähe bieten eine hervorragende Infrastruktur für Familien. Apotheken, Ärzte, und Fachärzte befinden sich im Ort. Großmärkte runden die überdurchschnittliche Infrastruktur ab. Auch der Freizeitwert ist durch die naheliegende Isar, ein Freizeitbad (Hallen- und Freibad), Tennisplätze, ausgedehnte Rad- und Wanderwege, den nahe liegenden Starnberger See, Biergärten (Waldwirtschaft) und weitere Möglichkeiten extrem hoch. 
 ",,,,, 120 m² ,, Verbrauchsausweis , Maisonette , sofort , 
,," 2,5 , 2,5 ",1985,"Die Gartenwohnung Baujahr 1985 ist in solider Ziegelbauweise erbaut und in einem sehr guten Zustand. Die Wohnung liegt sehr ruhig in einer Sackgasse in Lohhof Süd.
Lohhof Süd zählt zum gehobenen Wohnviertel von Unterschleißheim. Die S-Bahnstation S1 Lohhof erreicht man bequem mit dem Bus, ebenfalls die U-Bahnstation U6 Garching Fröttmaning. In Unterschleißheim finden sich eine Vielzahl an Geschäften und Ärzten.
Die Wohnung erstreckt sich über das Erdgeschoss und das Kellergeschoss und hat eine Netto-Wohnfläche von circa 69,14 m² (ca. 85m² Nfl.) und einen großen Terrassenanteil mit Garten (circa 20 m²)

",,,,," 69,14 m² ",, liegt vor , Erdgeschosswohnung , 85 m² , 
,," 4 , 4 ",1991,"Die großzügige 4-Zi-DG-Wohnung präsentiert sich nach einer gerade abgeschlossenen umfassenden Renovierung und Teilsanierung hell und modernisiert. Sie befindet sich im DG eines ebenfalls umfassend modernisierten Wohn- und Geschäftshauses mit insgesamt nur vier Wohneinheiten und zwei Ladengeschäften. Das Anwesen liegt in zentraler Lage Pullachs auf einem 1.364m² großen Grundstück mit herrlich großem Garten. Das Gebäude markiert den Anfang der Kagerbauerstrasse, einer von EFH und Villen dominierten Straße, die parallel zur S7- Strecke (verkehrt 3-mal pro Stunde in beide Richtungen) verläuft.

Highlights der Wohnung
-	Großzügig DG-Wohnung, erstreckt sich über das gesamte DG zweier Gebäude
-	Böden und Wände im Altbaubereich wurden umfassend saniert
-	Sehr viele Staumöglichkeiten im Dachboden
-	Großes Wohnzimmer mit Südausrichtung und Anschluss für Schwedenofen
-	Dachterrasse, ca. 12m², nach Süden ausgerichtet
-	Schickes, helles Eltern-Badezimmer
-	Zusätzlich vollwertiges kleineres Badezimmer für Kinder oder Gäste
-	Gäste-WC
-	neue Design-Vinyl Bodenbeläge in der gesamten Wohnung
-	neue Türbeschläge und Wohnung frisch gestrichen
-	Wohnungstüre neu, mit neuer Zentralschließanlage und neuer Sprechanlage
-	Balkon mit neuer Holz-Beplankung 

Die Wohnung profitiert des Weiteren von der umfassenden Renovierung des Gesamtkomplexes. So ist innen das komplett neu renovierte Treppenhaus, als auch der Einbau einer neuen sehr energieeffizienten Gas-Zentralheizungsanlage hervorzuheben. Außen wurden die Gebäude u.a. neu gestrichen, tlw. neu verputzt, die Holzverkleidungen neu aufgearbeitet und die Balkone mit neuen Holz-Beplankungen versehen. 
Zusätzlich zum großzügigen Balkon teilt sich die Wohnung mit nur einer anderen Partei das Sondernutzungsrecht an einem ca. 130m² großen, von hohen Hecken umgebenen Gartengrundstück (eventuelle Teilung auf beide Parteien prinzipiell möglich), dass sich ideal für Kinder zum Spielen eignet, oder aber einfach zum gemütlichen Abschalten oder Barbecue einlädt. Garage oder Stellplatz optional.
Durch die umfassende Renovierung und Modernisierung des gesamten Anwesens als auch der einzelnen Wohnungen ist keinerlei Renovierungsrückstand vorhanden.
Durch diese gerade abgeschlossenen Renovierung/Modernisierung werden derzeit auch noch eine großzügige 4-Zi-Maisonettewohnung, eine geräumige 4-Zi.-Wohnung, als auch ein Wohnhaus angeboten, allesamt mit großen Süd-Terrassen und/oder Balkonen und eigenem Gartenanteil ausgestattet. 

Pullach gehört als Villenvorort im Münchner Süden zu den begehrtesten Wohnlagen im Landkreis München. Die Immobilie befindet sich in zentraler Lage, nur ca. 4 Gehminuten vom Ortszentrum. In nur wenigen Gehminuten erreicht man weiterhin den S-Bahnhof (in ca. 20min ohne Umsteigen zum Marienplatz) und Einkaufsmöglichkeiten für den täglichen Bedarf. Grund-, Mittel- und Volkshochschule, 2 Gymnasien sowie Kindergärten und Kinderhort in unmittelbarer Nähe bieten eine hervorragende Infrastruktur für Familien. Apotheken, Ärzte, und Fachärzte befinden sich im Ort. Großmärkte runden die überdurchschnittliche Infrastruktur ab. Auch der Freizeitwert ist durch die naheliegende Isar, ein Freizeitbad (Hallen- und Freibad), Tennisplätze, ausgedehnte Rad- und Wanderwege, den nahe liegenden Starnberger See, Biergärten (Waldwirtschaft) und weitere Möglichkeiten extrem hoch. 



",,,,, 117 m² ,, Verbrauchsausweis , Dachgeschoss , sofort , 
,," sofort , sofort ",1974,"Kauf gegen Gebot - Wohnhighlight mit ca. 11 m² großer Süd Loggia - S-Bahn Nähe

Umgeben von altem Baumbestand, befindet sich diese renovierte 2,5-Zimmer Wohnung im 2. Obergeschoss eines im Jahre 1974 erbauten und gepflegten Mehrfamilienhauses. Auf ca. 70 m² Wohnfläche überzeugt diese Wohnung mit einer hervorragenden Raumaufteilung und vielseitigen Gestaltungsmöglichkeiten.

Bereits beim Betreten der Wohnung gelangen Sie in die großzügige Diele mit Platz für die eigene Garderobe. Eine praktische Abstellkammer ist ebenfalls vorhanden. Das Bad ist mit einer Wanne, einem WC, einem Waschbecken und einem Handtuchwärmer ausgestattet. Im Anschluss der Diele finden Sie ein halbes, offenes Zimmer vor, welches als Arbeits- oder Esszimmer sehr gut nutzbar ist. Das ca. 16 m² große Schlafzimmer bietet Ihnen Zugang zur sonnigen Süd-Loggia. Die Küche ist mit einer neuen Einbauküche ausgestattet und kann gegen eine Ablöse erworben werden. Der offene Wohn- und Essbereich verfügt ebenfalls über einen direkten Zugang zur Süd-Loggia mit Blick ins Grüne. Das Wohnzimmer kann jederzeit wieder durch eine Trockenbauwand von der Küche getrennt werden. 

Ein separates Kellerabteil, ein Tiefgarageneinzelstellplatz sowie ein gemeinschaftlicher Fahrradraum als auch ein Wasch- und Trockenraum runden das Angebot ab. 

Kauf gegen Gebot - das Mindestgebot liegt bei 498.000,- € zzgl. 22.000,- € für den Tiefgarageneinzelstellplatz.",,,,, 70 m² ,, liegt vor , Etagenwohnung , 76 m² , 
,," 2 , 2 ",,,,,,," 100,81 m² ",,, Maisonette , 3 ,
,," 3 , 3 ",1966,"Die angebotene 3-Zimmer Wohnung befindet sich in Planegg südwestlich von München und wurde im Jahr 2019 von Grund auf aufwendig saniert und qualitativ hochwertig ausgestattet. 

Die Wohnung besticht durch Ihren großzügig geschnittenen Grundriss und den großen umlaufenden nach Südwesten ausgerichteten Balkon.

Das Objekt befindet sich im 3. Stock eines gepflegten Mehrfamilienhauses.

Sie betreten die Wohnung über den Flur und gelangen in eine großzügige Diele. Von hier aus sind sämtliche Räumlichkeiten der Wohnung begehbar. 

Linkerhand der Diele befindet sich das geräumige Badezimmer mit Badewanne. Im Uhrzeigersinn fortlaufend gelangen Sie in eines der beiden Schlafzimmer sowie in den großen Wohn-/Essbereich mit offener moderner Einbauküche.
Rechterhand der Diele befindet sich ein weiteres Schlafzimmer sowie ein zweites Badezimmer mit begehbarer Dusche.

Der große umlaufende Süd-West-Balkon grenzt sowohl an den Wohn-/Essbereich, als auch an die beiden Schlafzimmer an. Demnach ist der Balkon von allen drei Zimmern direkt begehbar und bietet somit optimale Nutzungsmöglichkeiten für alle Bewohner.

Des Weiteren verfügt die Wohnung über eine praktische Abstellkammer.

Aufgrund der vielen bodentiefen Fenster ist die Wohnung insgesamt sehr hell und wirkt dadurch sehr offen und freundlich.

Es handelt sich um einen Erstbezug nach Komplettrenovierung. Die Wohnung ist ab sofort bezugsfrei!

Weitere Informationen erhalten Sie gerne auf Anfrage!",,,,, 101 m² ,, Bedarfsausweis , Etagenwohnung , sofort , 
,," 2 , 2 ",1972,"Gemütlich, nicht zu groß, kuschelig – das sind die Worte, mit denen diese Wohnung sich am besten beschreiben lässt.

Lachende Kinder, freundliche Nachbarn, Grillabende mit Freunden in lauen Sommernächten: In dieser Wohnung müssen Sie auf nichts von alldem verzichten. Sie leben auf ca. 81 m² mit zwei Balkonen im vierten Stock. Sie haben drei schöne Zimmer, die sich geschickt verteilen. Bequem: Zwei Lifte bringen Sie direkt zur Wohnung.

Die Ausstattung ist ansprechend und solide, ohne Schnickschnack, ohne Überraschungen. Die Wohnung hat einen offenen Wohn-/Essbereich, hell, mit Zugang zum Süd-Balkon. Nebenan befindet sich die moderne, rote Einbauküche. Sie ist klassisch ausgestattet mit Cerankochfeld, Backofen, Dunstabzugshaube, Spülmaschine, runder Edelstahlspüle mit Handbrause und großzügigen Arbeitsflächen. Die großen Einbauschränke bieten viel Platz  viel Stauraum. Außerdem haben Sie hier Zugang zum zweiten Balkon (Ostausrichtung).

Die zwei weiteren Zimmer, ca. 17 m² und ca. 12 m² , sind hell und schnörkellos und eignen sich als Schlafzimmer, Kinderzimmer oder auch für liebe Gäste. Eines, mit Zugang zum Ost-Balkon, könnte sicherlich auch Ihr privates Refugium sein  - zum ruhigen Arbeiten oder Entspannen. 

Das Badezimmer: Klein aber fein. Es ist mit einer Dusche mit Glasabtrennung und einem Waschbecken mit Unterschrank ausgestattet. Außerdem: Ein Lüfter zieht nach dem Duschen die Feuchtigkeit aus dem Raum. Ein separates WC mit Waschbecken befindet sich direkt nebenan. Ihre Waschmaschine sowie der Trockner finden ihren Platz im kleinen Flur, bequem in einer Nische versteckt. 

Das Wohn- sowie die Schlafzimmer sind mit dunklem Holzlaminat ausgestattet. Die Küche, Esszimmer, Flur sowie das Badezimmer und das WC sind jeweils hell gefliest - ebenso die beiden Balkone.

Ihr Wagen? Steht bequem in der Tiefgarage auf Ihrem privaten, abgeschlossenen Stellplatz. Bequem: Der Lift bringt Sie von der Tiefgarage zu Ihrer Wohnungstür. Die Fahrräder haben Platz in einem abgeschlossenen Fahrradraum, direkt neben dem Hauseingang. Stauraum für Sachen wie den Weihnachtsschmuck finden Sie im abschließbaren Kellerabteil. Einen Trockenraum für Ihre Wäsche gibt es ebenfalls. 

Der absolute Höhepunkt des Hauses: Auf der Dachterrasse befindet sich einen beheizter Außenpool sowie eine Sauna, mit einem separaten Schlüssel können Sie hier private Wellnessstunden erleben. Genügend Platz ist hier natürlich auch für Ihren Liegestuhl um ein Sonnenbad zu nehmen oder den fantastischen Rundumblick, bis zu den Alpen, zu genießen.

UNSER FAZIT
Die Wohnung ist sicherlich die richtige Herzensentscheidung, wenn Sie ein Zuhause suchen, das mit seiner Lage in einer grünen Umgebung, vielen Freizeitideen und nicht weit entfernten Schulen Ihrem Nachwuchs eine liebevolle Kindheit schenken wird. 

Sie möchten mehr über diese Wohnung erfahren? Gerne senden wir Ihnen unser ausführliches Exposé und vereinbaren einen privaten Kennenlerntermin zu einer Besichtigung.",,,,," 81,03 m² ",, Fernwärme , 4 von 13 , 3 , 
,," 1 , 1 ",,"Die Wohnanlage ist dem ""Betreuten Wohnen"" gewidmet und befindet sich in einer reizvollen Lage mit hohem Freizeitwert, bester Infrastruktur und hervorragender Verkehrsanbindung zur Münchner Innenstadt.

Neben den speziellen baulichen Merkmalen, wird ein umfangreiches und differenziertes Leistungsspektrum durch den Malteser Hilfsdienst angeboten.
Ein ausgewogener Grundservice sorgt für Sicherheit und Geborgenheit der Bewohner. Über ein in jeder Wohnung installiertes Notrufsystem ist die Pflegedienstzentrale im Notfall rund um die Uhr erreichbar.

Zur Wohnanlage gehört ein geräumiger Gemeinschaftsraum mit behinder-tengerechtem WC und großer Sonnenterrasse, der von allen Bewohnern genutzt werden kann.

Als Bewohner genießen Sie viel Privatsphäre, Unabhängigkeit, Komfort aber auch die Sicherheit auf bedarfsgerechte Hilfeleistungen zugreifen zu können.

Die zweigeschossige Wohnanlage mit nur 30 Wohnungen wurde 2010 fertiggestellt. Die individuell gestaltete und rollstuhlgerechte 2-Zimmer-Wohnung mit Südbalkon befindet sich im Dachgeschoss.

Ein großzügiger Lift gewährleistet einen stufenlosen Zugang in alle Etagen.

Der Grundriss der Wohnung überzeugt durch intelligente Planung und bietet Komfort auf höchstem Niveau. Die hellen und hohen Räume mit teilweise 3,90 m Deckenhöhe sowie warme Parkettböden in Wohn-, Schlaf- und Flurbereich sorgen für eine angenehme Atmosphäre. Das anspruchsvoll gestaltete Bad bietet optimale Sanitärlösungen mit hoher Funktionalität.Ein schwellenfreier Zugang von der Tiefgarage zum Lift sorgt dafür, dass Sie Ihre Wohnung barrierefrei erreichen. Zusätzlichen Komfort bietet ein überbreiter Stellplatz in der Tiefgarage.

Zur Wohnung gehört ein großzügige Kellerabteil mit viel Stauraum.

Da es sich hier um eine rollstuhlgerechte Wohnung nach DIN 18025 Teil 1 handelt, ist diese Wohnung nicht nur für Senioren hervorragend geeignet.",,,,, 64 m² ,,, Dachgeschoss , 2 , 
,," Herbst 2019 , Herbst 2019 ",,"Direkt vom Bauherren, ohne Vermittlungs-Umwege:

Biechlweg 7 in Dürrnhaar (Gemeinde Aying, nähe Höhenkirchen-Siegertsbrunn, mit eigenem S-Bahn-Anschluss S7).

Eine wunderschöne, unikate und sehr gemütliche Neubauwohnung in Alleinlage im DG (mit Blick in alle 4 Himmelsrichtungen) bieten wir Ihnen heute an, mit teilüberdachtem Westbalkon in einem zeitgemäßen und großzügigen 3-Familienhaus.

Aktueller Bautenstand: Fertig!",,,,, 89 m² ,,, Dachgeschoss ," 4,26 m² ", 
,," 2 , 2 ",1994,"Die gut vermietete schöne 3.5-Zimmer-Wohnung befindet sich mittem auf einem schönen, sonnigen Südgrundstück in ruhiger Villenlage in Grünwald und eignet sich sehr gut als Kapitalanlage.

Die Galeriewohnung verfügt über einen sehr guten Grundriss. Über den Flur gelangen Sie links in die schöne Einbauküche und die beiden Schlafzimmer und rechts direkt in den hellen Wohn- und Essbereich, welcher durch die großen Fensterfronten und dem charmanten großen Balkon für viel Helligkeit und Wohnqualität sorgt. Ebenfalls im Flur befindet sich die Treppe zur Galerie, die sich optimal als kleines Büro oder zweites Wohnzimmer nutzen lässt. Das große Badezimmer ist gut ausgestattet mit Badewanne, WC, Waschbecken und hochwertigen Fließen. Das Schlafzimmer ist ebenfalls geräumig und bietet unzählige Gestaltungsmöglichkeiten.",,,,, 108 m² ,, Verbrauchsausweis , Dachgeschoss ," 3,5 ", 
,," 3 , 3 ",1972,"Charmantes Wohnensemble, im Jahre 1972 errichtet, neues Dach und neue Aufzuganlage im Jahre 2019, geräumiges Treppenhaus mit Lift, praktische Gemeinschaftsräume, Wasch- und Trockenraum, Fahrradstellplätze, modernes Schwimmbad mit erholsamen Wellnessbereich auf der großen Dachterrasse, das Gebäude ist umgeben von gepflegten Grünflächen.",,,,," 92,87 m² ",, Verbrauchsausweis , Erdgeschosswohnung ," 4,5 ", 
,," 2 , 2 ",1993,"Bei dieser ansprechenden Immobilie handelt es sich um eine gepflegte EG-Wohnung. Zu der Wohnung zählen zwei Zimmer. Das Baujahr des Hauses ist 1993. Eine Besonderheit ist, dass es nicht nur eine Terrasse gibt, sondern Sie auch den Garten am Haus zu Ihrer Alleinnutzung haben. Die Wohnung hat zwei Badezimmer. Zur Verfügung steht Ihnen außerdem eine Garage und ein Stellplatz vor der Garage. Derzeit ist die Eigentumswohnung zu einem monatlichen Mietpreis von 880,00 € vermietet. Die Miete wurde seit 2009 nicht erhöht. ",,,,, 74 m² ,,, Erdgeschosswohnung , 2 , 
,," 3 , 3 ",1992,"Die wunderschön am Ortsrand gelegene 3-Zimmer-Gartenwohnung verfügt über ca. 79 m² Wohnfläche bei einer Wohn-Nutzfläche von ca. 102 m² und einem Gartenanteil von ca. 120 m². 
Betreten Sie Ihr neues Heim über die kleine Diele. Von hier gelangen Sie direkt in die Küche, das Badezimmer, sowie in den großzügigen und hellen Wohn-Ess-Bereich. Dieser wird vor allem durch den rundum verglasten Erker den gesamten Tag von Licht und Sonne durchflutet. Der schön eingewachsene Südgarten ist über zwei Terrassentüren zu begehen. Genießen Sie Ihren Feierabend auf der eigenen Terrasse mit Blick ins Grüne! Im Erdgeschoss befindet sich außerdem noch ein Schlafzimmer mit Fenster zum Garten. 
Über die Wendeltreppe gelangen Sie in die Räume im Souterrain. Dieses wird dominiert von dem mit ca. 37 m² riesigen Hobbyraum. Durch die Abböschung vor dem Hobbyraum mit kleiner Terrasse und den bodentiefen Fenstern kommt viel Tageslicht in den Raum. Die Abböschung muss erneuert werden. 
Neben dem Hobbyraum gibt es einen eigenen Kellerraum, sowie einen Heizungsraum und eine Waschküche. Heizungsraum und Waschküche werden mit den Bewohnern der oberen Wohnung gemeinsam genutzt. 
Zur Wohnung gehört außerdem ein Tiefgaragen-Einzelstellplatz, sowie ein Außenstellplatz vor der Haustüre. Das Gartenhaus ist ebenfalls im Angebot inbegriffen.
",,,,, 79 m² ,, 193 kWh/(m²*a) , Erdgeschosswohnung , kurzfristig nach KP-Zahlung , 
,," 01.12.2020 , 01.12.2020 ",2008,"Die von uns angebotene sonnige und schicke  3-Zimmer-Erdgeschoß-Wohnung mit Hobbyraum befindet sich in einer sehr gepflegten kleinen Wohnanlage in zentraler Lage von Sauerlach. 
Das Anwesen wurde im Jahre 2007 in massiver Ziegelbauweise erstellt. 
Über die großzügige Diele betreten Sie die helle und sonnige Wohnung. Hier findet sich ausreichend Platz für Garderobe und Schuhschrank. Rechter Hand befinden sich das helle Kinderzimmer sowie das Schlafzimmer, das ausreichend Stellfläche für einen Schrank bietet. Weiter geht es in das helle Badezimmer mit Fenster, Badewanne, Waschbecken und WC. Außerdem gibt es ein zusätzliches Duschbad mit WC. Absolutes Highlight ist natürlich der mit einer Größe von ca. 33 m² offen gestaltete Wohnessbereich mit integrierter Küche. Große Fensterfronten überfluten diesen Bereich mit Licht. Von hier aus haben Sie Zutritt auf die Terrrasse und den eingewachsenen Garten. Der Garten mit Sondernutzungsrecht lädt zum Entspannen und Verweilen ein. Ein Gartenhaus ist bereits vorhanden. 
Vom Garten aus haben Sie über ein Gartentor Zugang zu einem zur Wohnung gehörenden Kfz-Außenstellplatz.
Über eine Wendeltreppe im Wohnbereich erreichen Sie den wohnraummäßig ausgebauten Hobbyraum, der derzeit als Schlafzimmer genutzt wird. 
Über das Treppenhaus haben Sie ebenfalls Zugang in den Hobbyraum. Dadurch ist der Hobbyraum in sich abgeschlossen und läßt sich vielseitig verwenden. 

Komplettiert wird das Angebot von einem  Abstellraum, in welchem sich auch ein Waschmaschinenanschluß befindet.  

Zur Wohnung gehört noch ein Duplexstellplatz sowie ein Kfz-Außenstellplatz.  


Hinweis: 

Die Fläche des Hobbyraumes wurde zur Hälfte bei der Wohnfläche angerechnet.


Die Wohnung wird zum 01.12.2020 frei !",,,,, 89 m² ,, liegt vor , Erdgeschosswohnung , 15 m² , 
,," 1 , 1 ",1973,"Bei dieser ansprechenden Immobilie handelt es sich um eine modernisierte Wohnung im zehnten OG. Zu dem Apartment zählen zwei hübsche Zimmer. Das Apartment ist bequem über einen Fahrstuhl zu erreichen. Die Wohnung befindet sich in einem 1973 erbauten Haus und wird per Zentralheizung beheizt. Durch eine erst kürzlich zurückliegende Modernisierung (2019) wurde der Wohnwert zusätzlich gesteigert. Das Hausgeld beläuft sich auf derzeit 342,00 € im Monat. Im Untergeschoss der Anlage  befindet sich ein Schwimmbad mit Sauna, was zur Zeit Saniert wird.
Die Immobilie kann provisionsfrei von privat übernommen werden und an den Verkäufer vermietet werden.",,,,, 60 m² ,, Gas , Etagenwohnung , 2 , 
,," 1 , 1 ",1994,"Wunderschöne 2-Zimmer-Wohnung in ruhiger und doch zentraler Lage der Universitätsstadt Garching. Neben einem optimalen Grundriss verfügt die Wohnung über eine schöne Süd-Terrasse umgeben von viel Grün.

Die Wohnung ist seit 20 Jahren solvent vermietet.

Die 1994 erbaute Wohnung verfügt über nur 8 Wohneinheiten, eine Tiefgarage, in der ein Einzelstellplatz zur Wohnung gehört (zzgl. € 15.000,--), einen Gemeinschaftsgarten für die Hausgemeinschaft, sowie einen Wasch- und Trockenraum mit Platz und eigenem Stromzähler für die eigenen Geräte.

Zu dieser Wohnung gehört darüber hinaus noch ein gemauerter, sehr großer Keller mit Licht, Steckdose und fester Wohnungstür.",,,,," 50,44 m² ",, Gas , Erdgeschosswohnung , 2 , 
,," sofort , sofort ",1985,"Diese excellent geschnittene Dachterrassenwohnung liegt in Zentrum einer gepflegten Wohnanlage mit vielen grünen Ruhebereich, lauschigen Passagen und einladenden Ladenlokalen.",,,,, 100 m² ,, Gas , Dachgeschoss , 125 m² , 
